year,countrycode,ctrycode,country,resid_y,resid_x1,resid_x2,region,post
1960,ABW,ABW,Aruba,,,,Latin America & Caribbean,0
1965,ABW,ABW,Aruba,,,,Latin America & Caribbean,0
1970,ABW,ABW,Aruba,,,,Latin America & Caribbean,0
1975,ABW,ABW,Aruba,,,,Latin America & Caribbean,0
1980,ABW,ABW,Aruba,,,,Latin America & Caribbean,0
1985,ABW,ABW,Aruba,,,,Latin America & Caribbean,0
1990,ABW,ABW,Aruba,2.3702407,9.9684839,,Latin America & Caribbean,0
1995,ABW,ABW,Aruba,-1.325449,3.5372312,,Latin America & Caribbean,0
2000,ABW,ABW,Aruba,1.1197641,-.60778457,,Latin America & Caribbean,0
2005,ABW,ABW,Aruba,-2.8271308,-14.990599,,Latin America & Caribbean,0
2010,ABW,ABW,Aruba,-1.0161941,-7.7102518,,Latin America & Caribbean,1
2015,ABW,ABW,Aruba,-.14657211,-6.8174758,,Latin America & Caribbean,1
2020,ABW,ABW,,1.8253413,16.620396,,Latin America & Caribbean,1
1960,AND,AND,Andorra,,,,Europe & Central Asia,0
1965,AND,AND,Andorra,,,,Europe & Central Asia,0
1970,AND,AND,Andorra,-1.033605,,,Europe & Central Asia,0
1975,AND,AND,Andorra,-3.7879484,,,Europe & Central Asia,0
1980,AND,AND,Andorra,-.89268965,,,Europe & Central Asia,0
1985,AND,AND,Andorra,.080239773,,,Europe & Central Asia,0
1990,AND,AND,Andorra,-1.6348954,,,Europe & Central Asia,0
1995,AND,AND,Andorra,3.3848145,,,Europe & Central Asia,0
2000,AND,AND,Andorra,2.967272,,,Europe & Central Asia,0
2005,AND,AND,Andorra,-1.7790239,,,Europe & Central Asia,0
2010,AND,AND,Andorra,1.0766126,,,Europe & Central Asia,1
2015,AND,AND,Andorra,.75073612,,,Europe & Central Asia,1
2020,AND,AND,,.86848718,,,Europe & Central Asia,1
1960,ARE,ARE,United Arab Emirates,,,,Middle East & North Africa,0
1965,ARE,ARE,United Arab Emirates,,,,Middle East & North Africa,0
1970,ARE,ARE,United Arab Emirates,21.445194,,,Middle East & North Africa,0
1975,ARE,ARE,United Arab Emirates,-.23394336,9.4552135,,Middle East & North Africa,0
1980,ARE,ARE,United Arab Emirates,-.16269696,-8.6834383,,Middle East & North Africa,0
1985,ARE,ARE,United Arab Emirates,-7.0912457,-2.5541191,,Middle East & North Africa,0
1990,ARE,ARE,United Arab Emirates,2.0998144,-10.896288,,Middle East & North Africa,0
1995,ARE,ARE,United Arab Emirates,-3.159497,-5.669445,,Middle East & North Africa,0
2000,ARE,ARE,United Arab Emirates,-1.5024929,-9.2937384,,Middle East & North Africa,0
2005,ARE,ARE,United Arab Emirates,-5.8720636,1.9142308,,Middle East & North Africa,0
2010,ARE,ARE,United Arab Emirates,-1.6090127,-1.7258525,,Middle East & North Africa,1
2015,ARE,ARE,United Arab Emirates,-2.2276745,13.93337,,Middle East & North Africa,1
2020,ARE,ARE,United Arab Emirates,-1.6863816,13.520066,,Middle East & North Africa,1
1960,ATG,ATG,Antigua and Barbuda,,,,Latin America & Caribbean,0
1965,ATG,ATG,Antigua and Barbuda,,,,Latin America & Caribbean,0
1970,ATG,ATG,Antigua and Barbuda,,,,Latin America & Caribbean,0
1975,ATG,ATG,Antigua and Barbuda,,,,Latin America & Caribbean,0
1980,ATG,ATG,Antigua and Barbuda,3.1703339,8.2769833,,Latin America & Caribbean,0
1985,ATG,ATG,Antigua and Barbuda,4.3565698,.94400966,,Latin America & Caribbean,0
1990,ATG,ATG,Antigua and Barbuda,1.7637371,1.4473445,,Latin America & Caribbean,0
1995,ATG,ATG,Antigua and Barbuda,-1.788682,10.13626,,Latin America & Caribbean,0
2000,ATG,ATG,Antigua and Barbuda,-1.5560251,12.943258,,Latin America & Caribbean,0
2005,ATG,ATG,Antigua and Barbuda,.11425897,-1.1758599,,Latin America & Caribbean,0
2010,ATG,ATG,Antigua and Barbuda,-4.2245188,5.2014947,,Latin America & Caribbean,1
2015,ATG,ATG,Antigua and Barbuda,.29669496,-18.052454,,Latin America & Caribbean,1
2020,ATG,ATG,,-2.1323688,-19.721037,,Latin America & Caribbean,1
1960,AUS,AUS,Australia,-1.0499854,-13.776262,,East Asia & Pacific,0
1965,AUS,AUS,Australia,-.2002535,-15.848812,,East Asia & Pacific,0
1970,AUS,AUS,Australia,-1.6536998,-20.412151,,East Asia & Pacific,0
1975,AUS,AUS,Australia,-1.4124587,-23.750322,,East Asia & Pacific,0
1980,AUS,AUS,Australia,.69779444,-28.30406,.0029613082,East Asia & Pacific,0
1985,AUS,AUS,Australia,.60112423,-18.009136,.001932069,East Asia & Pacific,0
1990,AUS,AUS,Australia,1.222837,-9.9223022,.00024605199,East Asia & Pacific,0
1995,AUS,AUS,Australia,1.0473086,-1.7691534,-.0023265083,East Asia & Pacific,0
2000,AUS,AUS,Australia,.052443366,9.9321089,-.0017429914,East Asia & Pacific,0
2005,AUS,AUS,Australia,.4328576,18.273937,-.00054571981,East Asia & Pacific,0
2010,AUS,AUS,Australia,.17993964,26.122267,-.001057453,East Asia & Pacific,1
2015,AUS,AUS,Australia,-.41332293,41.635422,.00053324323,East Asia & Pacific,1
2020,AUS,AUS,Australia,.49541536,35.828465,,East Asia & Pacific,1
1960,AUT,AUT,Austria,-.17123547,-4.9156456,,Europe & Central Asia,0
1965,AUT,AUT,Austria,-.47717282,-3.3281646,,Europe & Central Asia,0
1970,AUT,AUT,Austria,.62178922,-3.0780632,,Europe & Central Asia,0
1975,AUT,AUT,Austria,-.13793431,4.887507,,Europe & Central Asia,0
1980,AUT,AUT,Austria,.81847692,12.982966,,Europe & Central Asia,0
1985,AUT,AUT,Austria,.2347665,12.400002,,Europe & Central Asia,0
1990,AUT,AUT,Austria,1.6400268,13.99276,,Europe & Central Asia,0
1995,AUT,AUT,Austria,.52479738,13.5895,,Europe & Central Asia,0
2000,AUT,AUT,Austria,-.87136811,1.9666258,,Europe & Central Asia,0
2005,AUT,AUT,Austria,-.088691674,-9.9953995,,Europe & Central Asia,0
2010,AUT,AUT,Austria,-.53230339,-9.5391293,,Europe & Central Asia,1
2015,AUT,AUT,Austria,-.47485533,-15.217215,,Europe & Central Asia,1
2020,AUT,AUT,Austria,-1.0862957,-13.745743,,Europe & Central Asia,1
1960,BEL,BEL,Belgium,.66686624,3.0110991,,Europe & Central Asia,0
1965,BEL,BEL,Belgium,-.59969962,2.0127728,,Europe & Central Asia,0
1970,BEL,BEL,Belgium,.7611236,-1.2097434,,Europe & Central Asia,0
1975,BEL,BEL,Belgium,-1.351279,-.68404013,,Europe & Central Asia,0
1980,BEL,BEL,Belgium,1.0577523,-3.9522598,,Europe & Central Asia,0
1985,BEL,BEL,Belgium,.31991604,-8.6232224,,Europe & Central Asia,0
1990,BEL,BEL,Belgium,1.3031343,12.442245,,Europe & Central Asia,0
1995,BEL,BEL,Belgium,.14712244,22.163631,.004036203,Europe & Central Asia,0
2000,BEL,BEL,Belgium,-.57786369,7.8383207,.0032116103,Europe & Central Asia,0
2005,BEL,BEL,Belgium,-.45604539,-8.7065277,.00066789071,Europe & Central Asia,0
2010,BEL,BEL,Belgium,-.66598797,-15.770704,-.0014409572,Europe & Central Asia,1
2015,BEL,BEL,Belgium,-.54835391,-5.176743,-.0024034814,Europe & Central Asia,1
2020,BEL,BEL,Belgium,-.056685284,-3.3448298,-.004071265,Europe & Central Asia,1
1960,BHR,BHR,Bahrain,,,,Middle East & North Africa,0
1965,BHR,BHR,Bahrain,,,,Middle East & North Africa,0
1970,BHR,BHR,Bahrain,1.4327456,4.4678769,,Middle East & North Africa,0
1975,BHR,BHR,Bahrain,1.4834499,16.414513,,Middle East & North Africa,0
1980,BHR,BHR,Bahrain,-2.2893009,10.266912,,Middle East & North Africa,0
1985,BHR,BHR,Bahrain,-2.2165606,3.8236442,,Middle East & North Africa,0
1990,BHR,BHR,Bahrain,5.7515607,-11.803043,,Middle East & North Africa,0
1995,BHR,BHR,Bahrain,.24086298,-10.712119,,Middle East & North Africa,0
2000,BHR,BHR,Bahrain,-2.3768399,-4.3735948,,Middle East & North Africa,0
2005,BHR,BHR,Bahrain,-1.9288787,-5.8122807,,Middle East & North Africa,0
2010,BHR,BHR,Bahrain,.82671243,-5.8436947,,Middle East & North Africa,1
2015,BHR,BHR,Bahrain,-.59946835,3.5717859,,Middle East & North Africa,1
2020,BHR,BHR,Bahrain,-.32428321,,,Middle East & North Africa,1
1960,BHS,BHS,"Bahamas, The",3.3856812,,,Latin America & Caribbean,0
1965,BHS,BHS,"Bahamas, The",2.4512413,49.695847,,Latin America & Caribbean,0
1970,BHS,BHS,"Bahamas, The",-8.352602,27.535,,Latin America & Caribbean,0
1975,BHS,BHS,"Bahamas, The",3.1552935,17.885853,,Latin America & Caribbean,0
1980,BHS,BHS,"Bahamas, The",3.4559135,-.55594915,,Latin America & Caribbean,0
1985,BHS,BHS,"Bahamas, The",1.1209244,-8.7532492,,Latin America & Caribbean,0
1990,BHS,BHS,"Bahamas, The",-1.8695178,-5.7694426,,Latin America & Caribbean,0
1995,BHS,BHS,"Bahamas, The",1.3768727,-6.5603504,,Latin America & Caribbean,0
2000,BHS,BHS,Bahamas,-.99986458,-12.181066,,Latin America & Caribbean,0
2005,BHS,BHS,Bahamas,-1.5826064,-15.813203,,Latin America & Caribbean,0
2010,BHS,BHS,Bahamas,-1.0932248,-10.361849,,Latin America & Caribbean,1
2015,BHS,BHS,Bahamas,-1.2217964,-20.638435,,Latin America & Caribbean,1
2020,BHS,BHS,Bahamas,.17368522,-14.483157,,Latin America & Caribbean,1
1960,BMU,BMU,Bermuda,-.47722036,,,North America,0
1965,BMU,BMU,Bermuda,1.6873095,,,North America,0
1970,BMU,BMU,Bermuda,-1.4506695,,,North America,0
1975,BMU,BMU,Bermuda,1.737789,,,North America,0
1980,BMU,BMU,Bermuda,1.2811755,,,North America,0
1985,BMU,BMU,Bermuda,.095599934,,,North America,0
1990,BMU,BMU,Bermuda,-.32910344,,,North America,0
1995,BMU,BMU,Bermuda,1.2037765,,,North America,0
2000,BMU,BMU,Bermuda,1.7650515,,,North America,0
2005,BMU,BMU,Bermuda,-.26098627,,,North America,0
2010,BMU,BMU,Bermuda,-3.9397368,,,North America,1
2015,BMU,BMU,Bermuda,-1.1278774,,,North America,1
2020,BMU,BMU,,-.1851081,,,North America,1
1960,BRB,BRB,Barbados,-.12587827,,,Latin America & Caribbean,0
1965,BRB,BRB,Barbados,3.7614851,19.141937,,Latin America & Caribbean,0
1970,BRB,BRB,Barbados,-.98903221,22.269133,,Latin America & Caribbean,0
1975,BRB,BRB,Barbados,1.3135675,-.4272612,,Latin America & Caribbean,0
1980,BRB,BRB,Barbados,.53218162,-5.3751297,,Latin America & Caribbean,0
1985,BRB,BRB,Barbados,1.3334559,-11.191322,,Latin America & Caribbean,0
1990,BRB,BRB,Barbados,-1.7740425,-14.759375,,Latin America & Caribbean,0
1995,BRB,BRB,Barbados,.94130361,-12.817363,,Latin America & Caribbean,0
2000,BRB,BRB,Barbados,-1.1086411,-4.6086054,,Latin America & Caribbean,0
2005,BRB,BRB,Barbados,.15999535,-5.549139,,Latin America & Caribbean,0
2010,BRB,BRB,Barbados,-2.2637217,6.6139932,,Latin America & Caribbean,1
2015,BRB,BRB,Barbados,-1.8300039,6.7031331,,Latin America & Caribbean,1
2020,BRB,BRB,Barbados,.049330514,,,Latin America & Caribbean,1
1960,BRN,BRN,Brunei Darussalam,,,,East Asia & Pacific,0
1965,BRN,BRN,Brunei Darussalam,,,,East Asia & Pacific,0
1970,BRN,BRN,Brunei Darussalam,,,,East Asia & Pacific,0
1975,BRN,BRN,Brunei Darussalam,10.537976,,,East Asia & Pacific,0
1980,BRN,BRN,Brunei Darussalam,-4.3194742,,,East Asia & Pacific,0
1985,BRN,BRN,Brunei Darussalam,-3.2960448,,,East Asia & Pacific,0
1990,BRN,BRN,Brunei Darussalam,1.0711063,,,East Asia & Pacific,0
1995,BRN,BRN,Brunei Darussalam,-.68683684,33.461433,,East Asia & Pacific,0
2000,BRN,BRN,Brunei Darussalam,.46584004,19.680147,,East Asia & Pacific,0
2005,BRN,BRN,Brunei Darussalam,-1.7359501,-12.074253,,East Asia & Pacific,0
2010,BRN,BRN,Brunei Darussalam,-.49938565,-17.803633,,East Asia & Pacific,1
2015,BRN,BRN,Brunei Darussalam,-.89378774,-7.6720548,,East Asia & Pacific,1
2020,BRN,BRN,Brunei Darussalam,-.64344329,-15.59164,,East Asia & Pacific,1
1960,CAN,CAN,Canada,.4573974,-18.076666,,North America,0
1965,CAN,CAN,Canada,-.012887776,-12.117357,,North America,0
1970,CAN,CAN,Canada,-.84007412,-10.162487,,North America,0
1975,CAN,CAN,Canada,-.091046423,-4.7166309,,North America,0
1980,CAN,CAN,Canada,1.0991354,3.5192778,,North America,0
1985,CAN,CAN,Canada,.50675744,-1.682079,,North America,0
1990,CAN,CAN,Canada,.27631947,-.7507109,,North America,0
1995,CAN,CAN,Canada,.61346287,-1.9562297,-.0012434218,North America,0
2000,CAN,CAN,Canada,-.11410629,23.292072,.00036505322,North America,0
2005,CAN,CAN,Canada,-.64218491,22.650808,.0016556962,North America,0
2010,CAN,CAN,Canada,.56095052,,.0022198565,North America,1
2015,CAN,CAN,Canada,-.71178651,,-.00095259841,North America,1
2020,CAN,CAN,Canada,-1.1019369,,-.0020445858,North America,1
1960,CHE,CHE,Switzerland,1.2306873,1.3668691,,Europe & Central Asia,0
1965,CHE,CHE,Switzerland,-.54328722,-5.8552461,,Europe & Central Asia,0
1970,CHE,CHE,Switzerland,.10194661,,,Europe & Central Asia,0
1975,CHE,CHE,Switzerland,-2.5464056,,,Europe & Central Asia,0
1980,CHE,CHE,Switzerland,1.6942822,-11.147026,,Europe & Central Asia,0
1985,CHE,CHE,Switzerland,.89404386,5.7904391,,Europe & Central Asia,0
1990,CHE,CHE,Switzerland,.4690161,9.1255655,,Europe & Central Asia,0
1995,CHE,CHE,Switzerland,-.52353072,6.8474445,,Europe & Central Asia,0
2000,CHE,CHE,Switzerland,-1.0247037,-3.8204775,,Europe & Central Asia,0
2005,CHE,CHE,Switzerland,.49846643,-11.214758,,Europe & Central Asia,0
2010,CHE,CHE,Switzerland,.074916214,-.64807683,,Europe & Central Asia,1
2015,CHE,CHE,Switzerland,-.41272557,9.5552654,,Europe & Central Asia,1
2020,CHE,CHE,Switzerland,.087294109,,,Europe & Central Asia,1
1960,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1965,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1970,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1975,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1980,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1985,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1990,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
1995,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
2000,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
2005,CHI,CHI,Channel Islands,,,,Europe & Central Asia,0
2010,CHI,CHI,Channel Islands,-1.9076611,,,Europe & Central Asia,1
2015,CHI,CHI,Channel Islands,.035486937,,,Europe & Central Asia,1
2020,CHI,CHI,,1.8721741,,,Europe & Central Asia,1
1960,CHL,CHL,Chile,-1.5418961,2.7668107,,Latin America & Caribbean,0
1965,CHL,CHL,Chile,-1.6315124,-6.7428641,,Latin America & Caribbean,0
1970,CHL,CHL,Chile,-4.715344,-15.175088,,Latin America & Caribbean,0
1975,CHL,CHL,Chile,-2.3026879,-7.8451414,,Latin America & Caribbean,0
1980,CHL,CHL,Chile,-2.1571572,23.485371,,Latin America & Caribbean,0
1985,CHL,CHL,Chile,1.4924247,8.5757456,,Latin America & Caribbean,0
1990,CHL,CHL,Chile,4.0871186,-4.086463,,Latin America & Caribbean,0
1995,CHL,CHL,Chile,1.4559966,-.66321915,,Latin America & Caribbean,0
2000,CHL,CHL,Chile,.75908589,3.6668978,,Latin America & Caribbean,0
2005,CHL,CHL,Chile,1.8143469,-8.296978,,Latin America & Caribbean,0
2010,CHL,CHL,Chile,2.6823864,-4.7627916,-.0013997689,Latin America & Caribbean,1
2015,CHL,CHL,Chile,-.59804744,7.4476862,.00024659155,Latin America & Caribbean,1
2020,CHL,CHL,Chile,.65528548,1.6300353,.0011531773,Latin America & Caribbean,1
1960,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1965,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1970,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1975,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1980,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1985,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1990,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
1995,CUW,CUW,Curaçao,,,,Latin America & Caribbean,0
2000,CUW,CUW,Curaçao,.19854625,,,Latin America & Caribbean,0
2005,CUW,CUW,Curaçao,.64381313,,,Latin America & Caribbean,0
2010,CUW,CUW,Curaçao,-.48484981,,,Latin America & Caribbean,1
2015,CUW,CUW,Curaçao,-1.3971723,,,Latin America & Caribbean,1
2020,CUW,CUW,,1.0396627,,,Latin America & Caribbean,1
1960,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1965,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1970,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1975,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1980,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1985,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1990,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
1995,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
2000,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
2005,CYM,CYM,Cayman Islands,,,,Latin America & Caribbean,0
2010,CYM,CYM,Cayman Islands,-1.585252,,,Latin America & Caribbean,1
2015,CYM,CYM,Cayman Islands,.93533802,,,Latin America & Caribbean,1
2020,CYM,CYM,,.64991403,,,Latin America & Caribbean,1
1960,CYP,CYP,Cyprus,,,,Europe & Central Asia,0
1965,CYP,CYP,Cyprus,,,,Europe & Central Asia,0
1970,CYP,CYP,Cyprus,,,,Europe & Central Asia,0
1975,CYP,CYP,Cyprus,6.5997744,-8.5963554,,Europe & Central Asia,0
1980,CYP,CYP,Cyprus,1.2255511,-27.523752,,Europe & Central Asia,0
1985,CYP,CYP,Cyprus,.48678368,-20.562773,,Europe & Central Asia,0
1990,CYP,CYP,Cyprus,.19695997,8.8256712,,Europe & Central Asia,0
1995,CYP,CYP,Cyprus,-.99056876,24.445953,,Europe & Central Asia,0
2000,CYP,CYP,Cyprus,-1.2769803,-12.936249,,Europe & Central Asia,0
2005,CYP,CYP,Cyprus,-1.7596794,36.347504,,Europe & Central Asia,0
2010,CYP,CYP,Cyprus,-5.951798,,,Europe & Central Asia,1
2015,CYP,CYP,Cyprus,1.0300597,,,Europe & Central Asia,1
2020,CYP,CYP,Cyprus,.43989778,,,Europe & Central Asia,1
1960,CZE,CZE,Czech Republic,,,,Europe & Central Asia,0
1965,CZE,CZE,Czech Republic,,,,Europe & Central Asia,0
1970,CZE,CZE,Czech Republic,,,,Europe & Central Asia,0
1975,CZE,CZE,Czech Republic,,,,Europe & Central Asia,0
1980,CZE,CZE,Czech Republic,,,,Europe & Central Asia,0
1985,CZE,CZE,Czech Republic,,,,Europe & Central Asia,0
1990,CZE,CZE,Czech Republic,-2.5036764,32.324982,-.0066929958,Europe & Central Asia,0
1995,CZE,CZE,Czech Republic,-.3464272,23.076056,-.0013361389,Europe & Central Asia,0
2000,CZE,CZE,Czechia,.59032619,-8.6719818,.00054918998,Europe & Central Asia,0
2005,CZE,CZE,Czechia,1.4540431,-18.061777,-.000067247107,Europe & Central Asia,0
2010,CZE,CZE,Czechia,-.25060922,-12.073346,.00079538033,Europe & Central Asia,1
2015,CZE,CZE,Czechia,1.9319201,-7.1560917,.0027391191,Europe & Central Asia,1
2020,CZE,CZE,Czechia,-.87557673,-9.4378405,.0040126923,Europe & Central Asia,1
1960,DEU,DEU,Germany,-.033985078,,,Europe & Central Asia,0
1965,DEU,DEU,Germany,-.55858016,,,Europe & Central Asia,0
1970,DEU,DEU,Germany,-.75584716,12.120512,,Europe & Central Asia,0
1975,DEU,DEU,Germany,.088190652,13.311719,,Europe & Central Asia,0
1980,DEU,DEU,Germany,.90582162,18.77669,,Europe & Central Asia,0
1985,DEU,DEU,Germany,.34653512,14.422017,,Europe & Central Asia,0
1990,DEU,DEU,Germany,2.1741769,8.8735075,.00025920384,Europe & Central Asia,0
1995,DEU,DEU,Germany,-.48212141,16.822935,.0017048405,Europe & Central Asia,0
2000,DEU,DEU,Germany,-1.432444,15.432961,.0018625836,Europe & Central Asia,0
2005,DEU,DEU,Germany,-.41164091,-12.700069,-.000096316071,Europe & Central Asia,0
2010,DEU,DEU,Germany,1.2049006,-27.084379,-.00033302349,Europe & Central Asia,1
2015,DEU,DEU,Germany,-.29685202,-29.39011,-.00063827762,Europe & Central Asia,1
2020,DEU,DEU,Germany,-.74815428,-30.585783,-.0027590108,Europe & Central Asia,1
1960,DNK,DNK,Denmark,.93526363,,,Europe & Central Asia,0
1965,DNK,DNK,Denmark,.48336291,,,Europe & Central Asia,0
1970,DNK,DNK,Denmark,-2.1067774,,,Europe & Central Asia,0
1975,DNK,DNK,Denmark,-.72565889,,,Europe & Central Asia,0
1980,DNK,DNK,Denmark,1.439368,,,Europe & Central Asia,0
1985,DNK,DNK,Denmark,-.11563852,,,Europe & Central Asia,0
1990,DNK,DNK,Denmark,1.7194191,,,Europe & Central Asia,0
1995,DNK,DNK,Denmark,.31771344,,,Europe & Central Asia,0
2000,DNK,DNK,Denmark,-.93648511,-12.550715,,Europe & Central Asia,0
2005,DNK,DNK,Denmark,-1.1546321,18.693287,,Europe & Central Asia,0
2010,DNK,DNK,Denmark,-.66392618,11.089672,,Europe & Central Asia,1
2015,DNK,DNK,Denmark,-.015632566,-3.5257614,,Europe & Central Asia,1
2020,DNK,DNK,Denmark,.82362366,-13.706482,,Europe & Central Asia,1
1960,ESP,ESP,Spain,3.3273838,,,Europe & Central Asia,0
1965,ESP,ESP,Spain,.80028772,,,Europe & Central Asia,0
1970,ESP,ESP,Spain,.32065398,4.3468404,,Europe & Central Asia,0
1975,ESP,ESP,Spain,-2.667912,3.6833372,,Europe & Central Asia,0
1980,ESP,ESP,Spain,-.12132134,-3.6374512,.0034672157,Europe & Central Asia,0
1985,ESP,ESP,Spain,1.1720322,-13.983363,.00020571194,Europe & Central Asia,0
1990,ESP,ESP,Spain,.96531755,-16.78266,.0015220431,Europe & Central Asia,0
1995,ESP,ESP,Spain,.55727679,-22.204025,.00081773865,Europe & Central Asia,0
2000,ESP,ESP,Spain,-.28474328,3.1850708,-.0006263344,Europe & Central Asia,0
2005,ESP,ESP,Spain,-1.262946,42.693481,-.0016125459,Europe & Central Asia,0
2010,ESP,ESP,Spain,-2.272227,33.863468,-.0021956284,Europe & Central Asia,1
2015,ESP,ESP,Spain,.49683127,-10.915035,-.00095714873,Europe & Central Asia,1
2020,ESP,ESP,Spain,-1.0306338,-20.249664,-.00062105194,Europe & Central Asia,1
1960,EST,EST,Estonia,,,,Europe & Central Asia,0
1965,EST,EST,Estonia,,,,Europe & Central Asia,0
1970,EST,EST,Estonia,,,,Europe & Central Asia,0
1975,EST,EST,Estonia,,,,Europe & Central Asia,0
1980,EST,EST,Estonia,,,,Europe & Central Asia,0
1985,EST,EST,Estonia,,,,Europe & Central Asia,0
1990,EST,EST,Estonia,-8.616065,,,Europe & Central Asia,0
1995,EST,EST,Estonia,2.2814889,-15.396722,,Europe & Central Asia,0
2000,EST,EST,Estonia,4.1137695,-4.6128507,,Europe & Central Asia,0
2005,EST,EST,Estonia,.15866008,14.262053,,Europe & Central Asia,0
2010,EST,EST,Estonia,2.1466238,9.6812449,,Europe & Central Asia,1
2015,EST,EST,Estonia,1.4385321,1.6966136,,Europe & Central Asia,1
2020,EST,EST,Estonia,-1.5230098,-5.6303396,,Europe & Central Asia,1
1960,FIN,FIN,Finland,-.28437454,12.914387,,Europe & Central Asia,0
1965,FIN,FIN,Finland,-.57575935,7.595932,,Europe & Central Asia,0
1970,FIN,FIN,Finland,.70372891,2.2119284,,Europe & Central Asia,0
1975,FIN,FIN,Finland,-1.1103448,-.78971517,.002671449,Europe & Central Asia,0
1980,FIN,FIN,Finland,2.0777321,-.91236228,-.00040113064,Europe & Central Asia,0
1985,FIN,FIN,Finland,1.3481039,11.33377,.0015137552,Europe & Central Asia,0
1990,FIN,FIN,Finland,-1.6504604,15.319038,.0030438274,Europe & Central Asia,0
1995,FIN,FIN,Finland,1.9949139,-15.392484,-.00056269811,Europe & Central Asia,0
2000,FIN,FIN,Finland,.54612511,-18.036793,-.0023943379,Europe & Central Asia,0
2005,FIN,FIN,Finland,-.50809044,-16.683592,-.0025049383,Europe & Central Asia,0
2010,FIN,FIN,Finland,-1.1437938,-2.796823,-.001537313,Europe & Central Asia,1
2015,FIN,FIN,Finland,-.21780993,3.5829518,-.00017835951,Europe & Central Asia,1
2020,FIN,FIN,Finland,-1.1799707,1.6537615,.00034974617,Europe & Central Asia,1
1960,FRA,FRA,France,.96415484,-11.654289,,Europe & Central Asia,0
1965,FRA,FRA,France,.21634747,-12.08155,,Europe & Central Asia,0
1970,FRA,FRA,France,.44930097,-11.157472,-.0006643135,Europe & Central Asia,0
1975,FRA,FRA,France,-.53969532,1.2730086,-.00062612101,Europe & Central Asia,0
1980,FRA,FRA,France,.80555528,13.753595,-.0022515454,Europe & Central Asia,0
1985,FRA,FRA,France,.41753277,14.952831,-.0024208513,Europe & Central Asia,0
1990,FRA,FRA,France,1.091254,15.790548,-.0016266531,Europe & Central Asia,0
1995,FRA,FRA,France,.084293194,2.3431187,-.000789051,Europe & Central Asia,0
2000,FRA,FRA,France,-.87536705,-7.5284834,-.00010019698,Europe & Central Asia,0
2005,FRA,FRA,France,-.81958419,-13.595572,.00038803529,Europe & Central Asia,0
2010,FRA,FRA,France,-.50968426,-5.6332655,.001365738,Europe & Central Asia,1
2015,FRA,FRA,France,-.51152641,.94810867,.0029090364,Europe & Central Asia,1
2020,FRA,FRA,France,-.7725814,12.58942,.0038159227,Europe & Central Asia,1
1960,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1965,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1970,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1975,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1980,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1985,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1990,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
1995,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
2000,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
2005,FRO,FRO,Faroe Islands,,,,Europe & Central Asia,0
2010,FRO,FRO,Faroe Islands,1.924964,,,Europe & Central Asia,1
2015,FRO,FRO,Faroe Islands,-1.2773844,,,Europe & Central Asia,1
2020,FRO,FRO,,-.64757949,,,Europe & Central Asia,1
1960,GBR,GBR,United Kingdom,-.47770655,-32.183201,,Europe & Central Asia,0
1965,GBR,GBR,United Kingdom,-1.4630188,-37.522499,,Europe & Central Asia,0
1970,GBR,GBR,United Kingdom,-1.3101596,-36.588291,,Europe & Central Asia,0
1975,GBR,GBR,United Kingdom,-.570234,-40.632915,,Europe & Central Asia,0
